year	julday	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12
1989	274	-2.48	 0.62	-0.66	-3.22	-2.02	-3.41	-4.42	-4.42	-3.94	-4.50	-4.50	-1.42
1989	275	-2.48	 0.62	-0.66	-3.22	-2.02	-3.41	-4.42	-4.42	-3.94	-4.50	-4.50	-1.42
1989	276	-2.68	 0.32	-0.65	-3.26	-2.33	-3.31	-4.51	-4.51	-4.12	-4.58	-4.59	-1.43
1989	277	-2.68	 0.32	-0.65	-3.26	-2.33	-3.31	-4.51	-4.51	-4.12	-4.58	-4.59	-1.43
1989	278	-2.68	 0.32	-0.65	-3.26	-2.33	-3.31	-4.51	-4.51	-4.12	-4.58	-4.59	-1.43
1989	279	-2.68	 0.32	-0.65	-3.26	-2.33	-3.31	-4.51	-4.51	-4.12	-4.58	-4.59	-1.43
1989	280	-2.68	 0.32	-0.65	-3.26	-2.33	-3.31	-4.51	-4.51	-4.12	-4.58	-4.59	-1.43
1989	281	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	282	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	283	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	284	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	285	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	286	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	287	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	288	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	289	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	290	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	291	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	292	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	293	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	294	-2.56	 0.34	-0.58	-3.27	-2.38	-3.38	-4.42	-4.42	-3.94	-4.50	-4.50	-1.41
1989	295	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	296	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	297	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	298	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	299	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	300	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	301	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	302	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	303	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	304	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	305	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	306	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	307	-2.57	 0.24	-0.53	-3.40	-2.41	-3.44	-4.27	-4.27	-4.27	-4.37	-4.38	-1.44
1989	308	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	309	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	310	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	311	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	312	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	313	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	314	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	315	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	316	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	317	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	318	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	319	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	320	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	321	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	322	-2.68	 0.01	-0.58	-3.46	-2.72	-3.36	-4.32	-4.32	-4.03	-5.00	-4.17	-1.48
1989	323	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	324	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	325	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	326	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	327	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	328	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	329	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	330	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	331	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	332	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	333	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	334	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	335	-3.11	-0.30	-0.64	-3.59	-3.09	-3.35	-4.44	-4.44	-5.00	-5.00	-4.66	-1.54
1989	336	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	337	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	338	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	339	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	340	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	341	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	342	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	343	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	344	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	345	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	346	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	347	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	348	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	349	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	350	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	351	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	352	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	353	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	354	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	355	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	356	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	357	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	358	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	359	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	360	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	361	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	362	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	363	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	364	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1989	365	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1990	1	-3.73	-1.18	-0.60	-3.48	-3.87	-2.79	-5.00	-5.00	-5.00	-5.00	-5.00	-1.47
1990	2	-3.73	-1.20	-0.66	-3.49	-3.87	-2.84	-5.00	-5.00	-5.00	-5.00	-5.00	-1.49
1990	3	-3.72	-1.23	-0.71	-3.51	-3.88	-2.89	-5.00	-5.00	-5.00	-5.00	-5.00	-1.51
1990	4	-3.72	-1.25	-0.77	-3.53	-3.88	-2.94	-5.00	-5.00	-5.00	-5.00	-5.00	-1.53
1990	5	-3.72	-1.27	-0.82	-3.54	-3.89	-2.98	-5.00	-5.00	-5.00	-5.00	-5.00	-1.55
1990	6	-3.71	-1.30	-0.87	-3.56	-3.89	-3.03	-5.00	-5.00	-5.00	-5.00	-5.00	-1.57
1990	7	-3.71	-1.32	-0.93	-3.57	-3.90	-3.08	-5.00	-5.00	-5.00	-5.00	-5.00	-1.60
1990	8	-3.71	-1.35	-0.98	-3.59	-3.90	-3.13	-5.00	-5.00	-5.00	-5.00	-5.00	-1.62
1990	9	-3.70	-1.37	-1.04	-3.61	-3.91	-3.18	-5.00	-5.00	-5.00	-5.00	-5.00	-1.64
1990	10	-3.70	-1.40	-1.09	-3.62	-3.91	-3.23	-5.00	-5.00	-5.00	-5.00	-5.00	-1.66
1990	11	-3.70	-1.42	-1.15	-3.64	-3.92	-3.28	-5.00	-5.00	-5.00	-5.00	-5.00	-1.68
1990	12	-3.70	-1.45	-1.20	-3.66	-3.92	-3.33	-5.00	-5.00	-5.00	-5.00	-5.00	-1.70
1990	13	-3.69	-1.47	-1.25	-3.67	-3.93	-3.38	-5.00	-5.00	-5.00	-5.00	-5.00	-1.72
1990	14	-3.69	-1.49	-1.31	-3.69	-3.93	-3.43	-5.00	-5.00	-5.00	-5.00	-5.00	-1.75
1990	15	-3.69	-1.52	-1.36	-3.71	-3.94	-3.48	-5.00	-5.00	-5.00	-5.00	-5.00	-1.77
1990	16	-3.68	-1.54	-1.42	-3.72	-3.95	-3.53	-5.00	-5.00	-5.00	-5.00	-5.00	-1.79
1990	17	-3.68	-1.57	-1.47	-3.74	-3.95	-3.58	-5.00	-5.00	-5.00	-5.00	-5.00	-1.81
1990	18	-3.68	-1.59	-1.52	-3.75	-3.96	-3.63	-5.00	-5.00	-5.00	-5.00	-5.00	-1.83
1990	19	-3.67	-1.62	-1.58	-3.77	-3.96	-3.68	-5.00	-5.00	-5.00	-5.00	-5.00	-1.85
1990	20	-3.67	-1.64	-1.63	-3.79	-3.97	-3.72	-5.00	-5.00	-5.00	-5.00	-5.00	-1.87
1990	21	-3.67	-1.67	-1.69	-3.80	-3.97	-3.77	-5.00	-5.00	-5.00	-5.00	-5.00	-1.90
1990	22	-3.66	-1.69	-1.74	-3.82	-3.98	-3.82	-5.00	-5.00	-5.00	-5.00	-5.00	-1.92
1990	23	-3.66	-1.71	-1.80	-3.84	-3.98	-3.87	-5.00	-5.00	-5.00	-5.00	-5.00	-1.94
1990	24	-3.66	-1.74	-1.85	-3.85	-3.99	-3.92	-5.00	-5.00	-5.00	-5.00	-5.00	-1.96
1990	25	-3.66	-1.76	-1.90	-3.87	-3.99	-3.97	-5.00	-5.00	-5.00	-5.00	-5.00	-1.98
1990	26	-3.65	-1.79	-1.96	-3.89	-4.00	-4.02	-5.00	-5.00	-5.00	-5.00	-5.00	-2.00
1990	27	-3.65	-1.81	-2.01	-3.90	-4.00	-4.07	-5.00	-5.00	-5.00	-5.00	-5.00	-2.02
1990	28	-3.65	-1.84	-2.07	-3.92	-4.01	-4.12	-5.00	-5.00	-5.00	-5.00	-5.00	-2.05
1990	29	-3.64	-1.86	-2.12	-3.94	-4.02	-4.17	-5.00	-5.00	-5.00	-5.00	-5.00	-2.07
